1,1,7,0.1
2,1,6,0.1
3,2,7,0.1
4,2,6,0.1
5,3,7,0.1
6,3,6,0.1
7,4,7,0.1
8,4,6,0.1
9,5,7,0.1
10,4,5,0.1
11,5,6,0.1
12,5,5,0.1
13,6,7,0.1
14,5,4,0.1
15,6,6,0.1
16,3,5,0.1
17,7,6,0.1
18,4,4,0.1
19,0,9,0.1
20,5,3,0.1
21,7,5,0.1
22,4,3,0.1
23,7,4,0.1
24,6,4,0.1
25,7,3,0.1
26,6,3,0.1
27,7,2,0.1
28,6,2,0.1
29,7,1,0.1
30,5,2,0.1
31,8,1,0.1
32,6,1,0.1
33,1,9,0.1
34,1,8,0.1
35,2,9,0.1
36,2,8,0.1
37,3,9,0.1
38,3,8,0.1
39,4,9,0.1
40,4,8,0.1
41,5,9,0.1
42,5,8,0.1
43,6,9,0.1
44,6,8,0.1
45,7,9,0.1
46,7,8,0.1
47,8,9,0.1
48,8,8,0.1
49,9,8,0.1
50,7,7,0.1
51,9,7,0.1
52,8,7,0.1
53,9,6,0.1
54,8,6,0.1
55,8,5,0.1
56,9,5,0.1
57,8,4,0.1
58,9,4,0.1
59,8,3,0.1
60,9,3,0.1
61,9,9,0.1
62,8,2,0.1
63,8,0,0.1
64,9,1,0.1
65,1,7,0.1
66,1,6,0.1
67,2,7,0.1
68,2,6,0.1
69,3,7,0.1
70,3,6,0.1
71,4,7,0.1
72,4,6,0.1
73,5,7,0.1
74,4,5,0.1
75,5,6,0.1
76,5,5,0.1
77,6,7,0.1
78,5,4,0.1
79,6,6,0.1
80,3,5,0.1
81,7,6,0.1
82,4,4,0.1
83,6,5,0.1
84,5,3,0.1
85,7,5,0.1
86,4,3,0.1
87,7,4,0.1
88,6,4,0.1
89,7,3,0.1
90,6,3,0.1
91,7,2,0.1
92,6,2,0.1
93,7,1,0.1
94,5,2,0.1
95,8,1,0.1
96,6,1,0.1
97,1,9,0.1
98,1,8,0.1
99,2,9,0.1
100,2,8,0.1
101,3,9,0.1
102,3,8,0.1
103,4,9,0.1
104,4,8,0.1
105,5,9,0.1
106,5,8,0.1
107,6,9,0.1
108,6,8,0.1
109,7,9,0.1
110,9,0,0.1
111,9,9,0.1
112,8,8,0.1
113,9,8,0.1
114,7,7,0.1
115,9,7,0.1
116,8,7,0.1
117,9,6,0.1
118,8,6,0.1
119,8,5,0.1
120,9,5,0.1
121,8,4,0.1
122,9,4,0.1
123,8,3,0.1
124,9,3,0.1
125,9,2,0.1
126,8,2,0.1
127,8,0,0.1
128,9,1,0.1
