C1,0.000000,0.000000,0.000000
C2,4.000000,0.000000,0.000000
C3,8.000000,0.000000,0.000000
C4,12.000000,0.000000,0.000000
C5,16.000000,0.000000,0.000000
C6,20.000000,0.000000,0.000000
C7,24.000000,0.000000,0.000000
C8,28.000000,0.000000,0.000000
C9,32.000000,0.000000,0.000000
C10,36.000000,0.000000,0.000000
C11,40.000000,0.000000,0.000000
C12,44.000000,0.000000,0.000000
C13,0.000000,4.000000,0.000000
C14,4.000000,4.000000,0.000000
C15,8.000000,4.000000,0.000000
C16,12.000000,4.000000,0.000000
C17,16.000000,4.000000,0.000000
C18,20.000000,4.000000,0.000000
C19,24.000000,4.000000,0.000000
C20,28.000000,4.000000,0.000000
C21,32.000000,4.000000,0.000000
C22,36.000000,4.000000,0.000000
C23,40.000000,4.000000,0.000000
C24,44.000000,4.000000,0.000000
C25,0.000000,8.000000,0.000000
C26,4.000000,8.000000,0.000000
C27,8.000000,8.000000,0.000000
C28,12.000000,8.000000,0.000000
C29,16.000000,8.000000,0.000000
C30,20.000000,8.000000,0.000000
C31,24.000000,8.000000,0.000000
C32,28.000000,8.000000,0.000000
C33,32.000000,8.000000,0.000000
C34,36.000000,8.000000,0.000000
C35,40.000000,8.000000,0.000000
C36,44.000000,8.000000,0.000000
C37,0.000000,12.000000,0.000000
C38,4.000000,12.000000,0.000000
C39,8.000000,12.000000,0.000000
C40,12.000000,12.000000,0.000000
C41,16.000000,12.000000,0.000000
C42,20.000000,12.000000,0.000000
C43,24.000000,12.000000,0.000000
C44,28.000000,12.000000,0.000000
C45,32.000000,12.000000,0.000000
C46,36.000000,12.000000,0.000000
C47,40.000000,12.000000,0.000000
C48,44.000000,12.000000,0.000000
C49,0.000000,16.000000,0.000000
C50,4.000000,16.000000,0.000000
C51,8.000000,16.000000,0.000000
C52,12.000000,16.000000,0.000000
C53,16.000000,16.000000,0.000000
C54,20.000000,16.000000,0.000000
C55,24.000000,16.000000,0.000000
C56,28.000000,16.000000,0.000000
C57,32.000000,16.000000,0.000000
C58,36.000000,16.000000,0.000000
C59,40.000000,16.000000,0.000000
C60,44.000000,16.000000,0.000000
C61,0.000000,20.000000,0.000000
C62,4.000000,20.000000,0.000000
C63,8.000000,20.000000,0.000000
C64,12.000000,20.000000,0.000000
C65,16.000000,20.000000,0.000000
C66,20.000000,20.000000,0.000000
C67,24.000000,20.000000,0.000000
C68,28.000000,20.000000,0.000000
C69,32.000000,20.000000,0.000000
C70,36.000000,20.000000,0.000000
C71,40.000000,20.000000,0.000000
C72,44.000000,20.000000,0.000000
C73,0.000000,24.000000,0.000000
C74,4.000000,24.000000,0.000000
C75,8.000000,24.000000,0.000000
C76,12.000000,24.000000,0.000000
C77,16.000000,24.000000,0.000000
C78,20.000000,24.000000,0.000000
C79,24.000000,24.000000,0.000000
C80,28.000000,24.000000,0.000000
C81,32.000000,24.000000,0.000000
C82,36.000000,24.000000,0.000000
C83,40.000000,24.000000,0.000000
C84,44.000000,24.000000,0.000000
C85,0.000000,28.000000,0.000000
C86,4.000000,28.000000,0.000000
C87,8.000000,28.000000,0.000000
C88,12.000000,28.000000,0.000000
C89,16.000000,28.000000,0.000000
C90,20.000000,28.000000,0.000000
C91,24.000000,28.000000,0.000000
C92,28.000000,28.000000,0.000000
C93,32.000000,28.000000,0.000000
C94,36.000000,28.000000,0.000000
C95,40.000000,28.000000,0.000000
C96,44.000000,28.000000,0.000000
C97,0.000000,32.000000,0.000000
C98,4.000000,32.000000,0.000000
C99,8.000000,32.000000,0.000000
C100,12.000000,32.000000,0.000000
C101,16.000000,32.000000,0.000000
C102,20.000000,32.000000,0.000000
C103,24.000000,32.000000,0.000000
C104,28.000000,32.000000,0.000000
C105,32.000000,32.000000,0.000000
C106,36.000000,32.000000,0.000000
C107,40.000000,32.000000,0.000000
C108,44.000000,32.000000,0.000000
C109,0.000000,36.000000,0.000000
C110,4.000000,36.000000,0.000000
C111,8.000000,36.000000,0.000000
C112,12.000000,36.000000,0.000000
C113,16.000000,36.000000,0.000000
C114,20.000000,36.000000,0.000000
C115,24.000000,36.000000,0.000000
C116,28.000000,36.000000,0.000000
C117,32.000000,36.000000,0.000000
C118,36.000000,36.000000,0.000000
C119,40.000000,36.000000,0.000000
C120,44.000000,36.000000,0.000000
